Geo Type,Geo ID,Population,Cancer,Historic Redlining Score,Hazardous Waste Proximity,Routine Checkup,Mammogram,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status,Household Characteristics
tract,26163568300,3845,6.9%,,81,76.9%,75.4%,54,47,66,34
tract,26163568700,3594,6.9%,,75,77.3%,77.7%,63,72,64,51
tract,26163577300,3159,6.9%,3.0,73,74.5%,75.0%,66,31,54,37
tract,26163579700,3062,6.9%,3.9,72,77.4%,71.0%,93,48,67,52
tract,26163551500,2467,6.9%,,62,82.6%,81.3%,54,28,81,34
tract,26025001000,4082,6.8%,,50,79.6%,72.8%,93,75,75,74
tract,26099245100,3832,6.8%,,63,76.3%,74.5%,86,73,55,20
tract,26065003700,4637,6.8%,3.0,71,77.7%,76.3%,79,70,69,97
tract,26049011301,4912,6.8%,4.0,50,76.2%,68.4%,90,72,39,83
tract,26099256400,1434,6.8%,,60,75.4%,76.4%,28,0,58,54
tract,26099256700,1994,6.8%,3.0,67,76.5%,76.8%,74,10,50,83
tract,26065002300,3209,6.8%,2.6,75,75.8%,75.9%,78,69,49,42
tract,26147623000,2611,6.8%,,63,76.2%,66.7%,66,33,32,20
tract,26125184500,2122,6.8%,2.7,72,74.3%,80.4%,5,35,19,1
tract,26125184700,1569,6.8%,3.7,81,74.5%,75.9%,5,1,37,4
tract,26155030600,1597,6.8%,,46,74.5%,71.6%,86,49,26,20
tract,26081000700,3067,6.8%,2.7,83,74.5%,74.0%,59,12,45,63
tract,26161411900,3380,6.8%,,64,72.7%,72.5%,79,82,74,92
tract,26161412000,4232,6.8%,,65,71.1%,70.3%,79,35,63,87
tract,26125161200,4508,6.8%,,60,83.9%,82.3%,26,5,87,84
tract,26081012701,6639,6.8%,,83,77.1%,75.0%,59,68,68,95
tract,26163589400,5386,6.8%,,24,76.1%,76.7%,59,35,61,16
tract,26081012703,5202,6.8%,,80,77.1%,72.1%,58,89,73,78
tract,26081013900,6127,6.8%,,76,75.0%,74.8%,48,70,38,56
tract,26163513300,2480,6.8%,3.0,63,83.3%,83.8%,56,17,85,17
tract,26091061500,5974,6.8%,,50,74.2%,78.5%,67,79,36,52
tract,26163515200,1951,6.8%,3.0,74,84.0%,73.8%,88,35,86,68
tract,26161403800,3073,6.8%,,74,73.2%,78.7%,39,40,63,25
tract,26163539500,3283,6.8%,2.4,62,85.4%,81.4%,49,71,97,63
tract,26163555100,4542,6.8%,,76,77.5%,77.0%,48,31,62,59
tract,26163565000,5089,6.8%,,75,77.0%,78.6%,15,24,61,32
tract,26163577500,3057,6.8%,2.9,72,74.9%,72.1%,59,37,67,94
tract,26163578500,5102,6.8%,3.5,79,74.8%,70.3%,92,51,56,84
tract,26163585700,1714,6.8%,,78,80.1%,76.5%,77,27,68,29
tract,26065003200,2264,6.7%,3.0,72,76.0%,74.5%,77,48,57,87
tract,26065002600,1998,6.7%,2.9,74,75.3%,77.3%,69,14,72,75
tract,26147621000,4146,6.7%,,62,75.2%,65.8%,87,40,43,86
tract,26065003500,2861,6.7%,3.0,70,75.3%,74.8%,63,89,56,42
tract,26163520800,1728,6.7%,4.0,73,79.2%,84.5%,33,65,75,6
tract,26163573701,1890,6.7%,2.0,75,75.4%,73.1%,61,21,23,52
tract,26163584300,1871,6.7%,,78,77.8%,76.9%,75,54,49,39
tract,26065005001,7208,6.7%,,63,78.1%,83.1%,1,23,70,45
tract,26049012310,2881,6.7%,,35,75.7%,71.5%,90,63,59,88
tract,26049002600,2616,6.7%,3.0,51,74.9%,72.3%,83,19,46,25
tract,26049013500,5344,6.7%,3.0,57,77.9%,77.5%,85,62,77,91
tract,26065000400,2799,6.7%,1.9,75,76.4%,78.9%,29,19,36,91
tract,26099240000,3958,6.7%,,63,78.9%,72.2%,91,98,68,96
tract,26099241600,2714,6.7%,,64,77.3%,77.2%,57,20,60,35
tract,26125136600,7927,6.7%,,68,77.8%,77.2%,15,45,67,39
tract,26125160300,3001,6.7%,,67,81.6%,77.3%,67,85,83,81
tract,26163517100,1167,6.7%,4.0,72,81.3%,85.6%,59,46,80,8
tract,26099262800,2052,6.7%,,74,78.0%,78.0%,62,78,54,36
tract,26099262900,4057,6.7%,,78,76.1%,74.0%,69,22,51,38
tract,26163538400,4435,6.7%,1.2,70,83.0%,86.9%,25,15,88,22
tract,26163554200,3245,6.7%,3.0,62,77.2%,74.8%,61,10,67,74
tract,26163501700,1888,6.7%,3.0,55,82.3%,74.1%,95,94,81,91
tract,26021002000,3419,6.6%,,49,81.9%,76.4%,95,67,74,56
tract,26049000100,2427,6.6%,,44,84.9%,82.5%,91,24,95,96
tract,26081013700,7172,6.6%,3.0,84,75.2%,72.8%,49,44,67,82
tract,26125161300,3387,6.6%,2.0,67,80.6%,76.5%,53,48,76,28
tract,26125175200,3910,6.6%,3.9,80,74.8%,70.4%,81,10,52,11
tract,26163518500,833,6.6%,3.0,85,82.4%,79.1%,96,87,84,77
tract,26049003500,3054,6.6%,3.4,50,75.8%,71.9%,95,90,53,53
tract,26049003800,1258,6.6%,4.0,50,75.9%,73.9%,85,19,65,62
tract,26049010501,2406,6.6%,4.0,41,76.9%,73.7%,81,55,64,63
tract,26049010911,4067,6.6%,3.7,51,80.4%,80.2%,58,97,80,76
tract,26121000401,5134,6.6%,4.0,78,78.1%,75.0%,73,58,70,84
tract,26121004200,3509,6.6%,3.6,72,78.6%,74.3%,79,81,69,66
tract,26145001800,1328,6.6%,3.0,55,78.9%,76.7%,76,47,57,46
tract,26145002000,3419,6.6%,2.6,49,79.2%,72.5%,89,50,67,86
tract,26103002400,3005,6.6%,,0,75.0%,72.6%,46,34,33,72
tract,26077001802,4520,6.6%,,80,75.1%,77.4%,60,71,44,50
tract,26081001000,4724,6.6%,3.0,81,74.7%,69.5%,59,76,62,58
tract,26125197701,5098,6.6%,,77,76.8%,78.3%,22,58,66,21
tract,26161412700,5639,6.6%,,61,73.4%,75.8%,62,21,64,45
tract,26081004100,5577,6.6%,2.1,87,76.6%,78.9%,55,34,64,59
tract,26125171100,3538,6.6%,2.9,69,78.9%,81.8%,6,12,63,12
tract,26081013802,6953,6.6%,,79,74.5%,75.1%,48,76,62,62
tract,26163518400,269,6.6%,3.7,85,82.4%,79.1%,96,87,84,77
tract,26161404600,4776,6.6%,,83,70.6%,78.8%,22,64,40,6
tract,26099258200,2617,6.6%,4.0,70,77.3%,75.1%,72,65,66,57
tract,26163554500,2725,6.6%,3.0,63,78.4%,76.6%,78,64,72,33
tract,26163567000,3578,6.6%,,80,80.6%,79.4%,73,69,81,69
tract,26163574000,5879,6.6%,3.0,75,74.0%,70.2%,91,63,9,77
tract,26163577200,3297,6.6%,3.0,75,75.0%,73.7%,78,14,67,88
tract,26049003100,2521,6.5%,4.0,46,84.4%,81.4%,87,50,93,95
tract,26049004000,3945,6.5%,3.0,51,76.7%,70.8%,76,32,42,33
tract,26077001702,3887,6.5%,2.8,73,75.2%,77.4%,47,75,44,58
tract,26125137100,11067,6.5%,,67,77.4%,77.9%,18,34,57,28
tract,26125171200,2173,6.5%,3.0,70,76.8%,77.9%,16,19,58,7
tract,26145011000,5602,6.5%,3.0,50,84.8%,72.6%,83,58,98,99
tract,26163554900,3598,6.5%,,75,80.2%,79.9%,44,8,75,40
tract,26075000600,1001,6.5%,2.8,58,75.0%,67.5%,96,76,56,45
tract,26033970900,4887,6.5%,,0,75.5%,68.7%,84,96,72,71
tract,26049002300,1809,6.5%,3.0,55,75.4%,64.9%,96,54,56,87
tract,26049003700,3003,6.5%,3.0,53,76.2%,73.8%,89,68,63,82
tract,26065001000,2168,6.5%,2.8,70,74.7%,78.6%,66,47,41,20
tract,26145001300,2209,6.5%,3.2,48,79.5%,71.8%,91,57,72,91
tract,26125184100,2855,6.5%,3.0,72,74.3%,80.4%,4,15,28,1
tract,26125140500,2389,6.5%,,63,75.3%,75.1%,43,39,48,2
tract,26081012901,5054,6.5%,3.0,83,75.8%,72.3%,78,80,65,76
tract,26081014300,3312,6.5%,3.0,84,74.8%,70.6%,68,31,59,51
tract,26163514300,2550,6.5%,3.0,82,84.8%,74.4%,96,93,95,98
tract,26163543000,1848,6.5%,2.0,63,84.1%,85.8%,12,17,87,12
tract,26163564100,4366,6.5%,,71,76.6%,80.5%,41,35,57,77
tract,26163573600,6173,6.5%,2.6,75,74.9%,68.6%,93,81,19,81
tract,26163578600,5246,6.5%,3.0,80,75.0%,70.1%,94,47,54,70
tract,26163584600,1916,6.5%,,73,78.1%,75.4%,93,89,67,92
tract,26099218000,8230,6.5%,,24,75.8%,76.3%,55,74,52,41
tract,26017280300,1338,6.5%,3.6,17,75.2%,75.0%,82,62,23,24
tract,26125162100,3145,6.5%,,66,85.3%,80.1%,49,51,99,76
tract,26163571700,2396,6.5%,,63,77.0%,76.1%,80,84,34,100
tract,26065003301,2818,6.4%,3.0,64,76.6%,74.8%,81,41,66,90
tract,26025000500,3511,6.4%,3.1,50,75.1%,72.0%,87,86,45,94
tract,26125194000,6048,6.4%,,60,76.3%,79.0%,9,14,68,10
tract,26065004000,4005,6.4%,1.3,69,75.9%,73.6%,64,75,25,4
tract,26163568500,3734,6.4%,,80,76.2%,71.5%,88,80,64,98
tract,26099256200,1691,6.4%,3.0,67,75.6%,75.6%,84,50,55,52
tract,26099256300,1765,6.4%,3.0,63,79.0%,77.3%,62,68,52,70
tract,26145001200,3192,6.4%,3.3,39,78.5%,70.8%,89,67,67,92
tract,26077005502,5535,6.4%,2.6,69,75.6%,76.9%,64,68,65,41
tract,26125197600,1915,6.4%,,86,76.7%,75.4%,50,17,62,7
tract,26125142500,1948,6.4%,3.4,74,81.9%,77.9%,65,52,85,68
tract,26161413000,3583,6.4%,,63,72.8%,76.8%,74,49,75,40
tract,26125162500,3460,6.4%,3.0,69,80.7%,75.6%,59,23,84,12
tract,26081012604,7396,6.4%,,87,76.6%,77.2%,16,33,51,22
tract,26125171400,6777,6.4%,,67,81.9%,77.5%,60,19,82,61
tract,26125173000,4299,6.4%,4.0,81,74.0%,75.5%,33,36,32,6
tract,26125175300,4314,6.4%,3.7,81,74.1%,69.0%,59,25,40,71
tract,26163516200,645,6.4%,3.5,80,83.1%,75.1%,93,73,83,68
tract,26163516300,720,6.4%,3.6,80,83.1%,75.1%,93,73,83,68
tract,26163539700,1994,6.4%,2.0,61,84.8%,77.7%,86,47,99,86
tract,26163553300,1108,6.4%,3.4,75,85.1%,74.6%,96,93,95,91
tract,26163553400,2598,6.4%,4.0,75,85.1%,74.6%,96,93,95,91
tract,26163554100,3952,6.4%,3.0,66,78.1%,75.9%,75,19,72,76
tract,26163577000,3761,6.4%,3.0,73,77.2%,72.2%,81,87,78,82
tract,26075001300,2683,6.3%,2.9,52,77.0%,76.4%,78,86,76,34
tract,26125183900,2676,6.3%,,76,73.3%,75.3%,14,41,20,1
tract,26161416000,3321,6.3%,,66,71.9%,71.6%,28,46,64,40
tract,26163515300,3172,6.3%,3.5,70,82.4%,75.5%,83,93,85,58
tract,26163586200,7123,6.3%,,66,77.9%,78.4%,47,37,72,84
tract,26163566400,915,6.3%,,86,77.4%,74.1%,80,58,65,31
tract,26067032100,2030,6.3%,,44,75.0%,72.3%,74,82,50,18
tract,26049010812,3250,6.3%,4.0,46,78.6%,70.2%,87,100,70,84
tract,26099241800,6047,6.3%,,64,79.3%,78.7%,37,34,59,44
tract,26125140800,4948,6.3%,,73,76.2%,77.9%,24,36,65,5
tract,26125173300,1594,6.3%,3.2,70,74.6%,79.0%,43,18,31,2
tract,26163587900,6166,6.3%,,71,79.5%,78.6%,76,78,64,11
tract,26149040700,3199,6.3%,,48,73.8%,71.9%,54,64,53,75
tract,26117971000,6704,6.3%,,0,74.3%,74.9%,54,93,37,49
tract,26163553000,1006,6.3%,4.0,77,84.1%,76.6%,96,87,95,85
tract,26163573300,4229,6.3%,3.0,76,73.1%,66.7%,89,60,15,83
tract,26163573702,6642,6.3%,2.5,74,73.7%,67.5%,81,76,11,78
tract,26163579100,1570,6.2%,3.5,80,77.3%,70.1%,66,20,58,55
tract,26065005201,5993,6.2%,,69,76.6%,75.1%,74,43,71,88
tract,26025000600,3001,6.2%,3.5,47,76.3%,69.3%,81,54,65,91
tract,26049003300,2358,6.2%,3.2,49,80.4%,80.2%,52,58,80,83
tract,26145000400,954,6.2%,3.0,52,81.0%,77.5%,74,85,84,47
tract,26077000201,2171,6.2%,3.1,77,74.7%,76.4%,71,85,45,2
tract,26125142300,2307,6.2%,3.8,71,81.2%,67.7%,98,52,89,100
tract,26161413200,4575,6.2%,,52,72.3%,73.3%,64,61,52,35
tract,26125173400,5376,6.2%,3.0,73,74.5%,76.5%,14,10,26,0
tract,26149040200,2084,6.2%,,23,74.7%,69.9%,75,88,37,29
tract,26107960600,3370,6.2%,,0,74.2%,73.7%,62,99,31,12
tract,26163513700,3616,6.2%,3.5,71,85.1%,82.6%,56,40,98,84
tract,26161405100,1786,6.2%,,80,71.9%,73.9%,57,41,40,6
tract,26139024600,6056,6.2%,,28,77.5%,80.4%,3,41,17,39
tract,26099258400,5268,6.2%,4.0,63,78.6%,73.3%,91,57,71,66
tract,26099258600,4707,6.2%,4.0,63,81.0%,76.8%,87,34,76,85
tract,26163542900,3853,6.2%,2.0,64,83.9%,85.2%,59,3,89,58
tract,26163543100,2397,6.2%,2.0,62,83.5%,83.6%,47,20,90,42
tract,26163551400,4206,6.2%,,59,81.4%,79.3%,69,56,80,56
tract,26163573800,5230,6.2%,3.0,74,73.4%,68.9%,94,39,25,93
tract,26163573900,5252,6.2%,3.0,75,74.0%,69.9%,75,47,1,48
tract,26065005100,3546,6.1%,,65,77.8%,74.7%,74,64,60,93
tract,26081013500,5175,6.1%,3.0,84,74.8%,72.1%,81,72,68,84
tract,26145001700,2246,6.1%,3.0,66,78.2%,73.2%,92,98,74,39
tract,26161402500,2330,6.1%,,81,70.4%,79.4%,13,41,60,10
tract,26161412300,3039,6.1%,,66,75.8%,78.6%,81,31,82,96
tract,26065003601,3843,6.1%,3.0,65,78.8%,80.0%,69,21,79,81
tract,26025000300,2017,6.1%,3.2,67,80.4%,73.0%,95,68,72,86
tract,26145000700,1829,6.1%,3.0,50,82.8%,78.7%,91,81,90,100
tract,26099263700,4602,6.1%,,84,77.8%,71.3%,74,38,69,88
tract,26125141300,3719,6.1%,3.0,68,75.0%,72.7%,61,46,75,74
tract,26161410800,1725,6.1%,,79,71.3%,66.3%,87,82,61,49
tract,26081012608,3686,6.1%,,85,74.5%,74.2%,63,99,45,14
tract,26125171300,3356,6.1%,,68,81.9%,78.3%,61,14,86,46
tract,26081014701,4505,6.1%,,74,74.3%,72.8%,72,77,70,34
tract,26161984000,47,6.1%,,67,75.8%,78.6%,22,9,0,2
tract,26163514200,2267,6.1%,3.0,79,84.3%,78.5%,93,38,91,91
tract,26115831900,1338,6.1%,,49,74.2%,63.8%,92,31,38,78
tract,26139024900,7695,6.1%,,72,76.9%,74.8%,50,100,29,3
tract,26099263200,2509,6.1%,3.0,87,77.4%,73.1%,80,76,64,85
tract,26163564501,4979,6.1%,,59,76.9%,83.0%,0,2,57,12
tract,26163573500,4455,6.1%,4.0,81,71.8%,61.6%,97,92,33,77
tract,26163579500,1751,6.1%,3.1,74,74.9%,68.1%,,,,
tract,26163574100,4399,6.1%,3.0,76,73.8%,70.9%,88,82,17,89
tract,26125140301,3968,6.0%,,66,74.7%,78.0%,39,90,73,14
tract,26145000800,2867,6.0%,3.0,50,84.3%,76.9%,82,76,97,95
tract,26161413401,4559,6.0%,,56,73.1%,79.8%,27,18,63,14
tract,26065003802,4154,6.0%,,62,75.0%,81.5%,41,48,43,18
tract,26065005304,3221,6.0%,,82,77.0%,75.2%,93,98,76,77
tract,26005032401,1592,6.0%,,73,73.9%,75.7%,42,55,67,64
tract,26025000700,2737,6.0%,3.6,44,74.4%,70.3%,94,97,60,65
tract,26025002600,2080,6.0%,,66,73.3%,71.0%,88,96,53,75
tract,26049000800,981,6.0%,2.9,54,83.7%,80.9%,87,32,99,58
tract,26145001000,3692,6.0%,3.0,45,83.7%,79.1%,84,54,94,49
tract,26145001600,3643,6.0%,3.0,53,78.2%,73.6%,91,31,71,93
tract,26125184600,2903,6.0%,3.1,76,73.3%,79.2%,19,13,15,1
tract,26163522500,1772,6.0%,4.0,83,83.3%,73.2%,96,100,84,50
tract,26081001200,3264,6.0%,3.0,85,73.9%,75.5%,52,77,46,30
tract,26125161800,4158,6.0%,,72,82.6%,79.2%,42,54,83,72
tract,26125162200,1195,6.0%,,65,83.6%,81.5%,62,62,97,49
tract,26163588200,3362,6.0%,,72,77.1%,77.4%,55,34,70,40
tract,26125173600,1611,6.0%,3.9,87,73.7%,77.1%,36,40,29,3
tract,26125181000,3875,6.0%,,90,75.5%,73.6%,57,82,69,39
tract,26163517000,3111,6.0%,4.0,74,78.1%,84.3%,31,57,72,3
tract,26065003602,4018,5.9%,3.0,69,76.9%,76.8%,81,64,72,95
tract,26161415400,2008,5.9%,,72,70.1%,79.0%,36,89,58,54
tract,26073940500,2708,5.9%,,44,73.1%,75.1%,78,57,29,3
tract,26021002300,1920,5.9%,,55,78.1%,76.0%,90,72,85,80
tract,26049001900,3029,5.9%,,53,77.1%,70.5%,95,78,70,93
tract,26049010304,3636,5.9%,4.0,45,80.0%,75.7%,92,43,82,92
tract,26145000600,1476,5.9%,3.2,51,82.5%,78.2%,84,48,84,54
tract,26099225701,6089,5.9%,,63,75.6%,80.4%,64,19,53,25
tract,26077001100,1931,5.9%,2.8,73,74.3%,76.5%,72,37,64,57
tract,26125136101,5082,5.9%,,64,76.3%,78.1%,6,9,66,18
tract,26081013600,2464,5.9%,2.8,88,74.3%,75.1%,69,53,66,77
tract,26081014200,3614,5.9%,2.9,87,75.1%,73.6%,61,78,65,52
tract,26081014703,5217,5.9%,,76,75.1%,71.5%,68,99,70,91
tract,26139022203,9848,5.9%,,81,76.4%,75.6%,40,70,74,21
tract,26163538900,3419,5.9%,,67,84.2%,82.4%,76,14,99,78
tract,26163539200,5542,5.9%,,61,83.3%,81.1%,73,88,96,89
tract,26163538700,4522,5.9%,2.0,61,84.0%,80.9%,81,39,93,56
tract,26163533000,1634,5.9%,3.0,80,82.1%,80.3%,79,63,83,72
tract,26049000200,1315,5.8%,3.0,48,83.1%,78.2%,84,54,98,76
tract,26049002000,828,5.8%,4.0,61,83.7%,76.2%,82,47,95,71
tract,26115831800,1275,5.8%,,54,76.1%,70.0%,96,81,65,11
tract,26163533100,1427,5.8%,3.0,78,83.7%,75.8%,92,75,95,93
tract,26065004500,3754,5.8%,,57,74.8%,77.3%,57,53,57,14
tract,26075001000,2313,5.8%,2.0,55,75.4%,68.6%,98,58,75,67
tract,26049000600,1707,5.8%,2.8,52,83.8%,79.1%,70,88,93,87
tract,26049001000,1796,5.8%,2.0,51,83.3%,78.1%,86,15,98,59
tract,26049010305,4478,5.8%,,42,80.4%,77.6%,91,50,82,98
tract,26125140700,2870,5.8%,,70,74.9%,73.6%,58,61,70,84
tract,26125141000,5225,5.8%,,68,77.3%,71.1%,80,71,69,87
tract,26081001600,6175,5.8%,3.3,82,74.1%,72.4%,73,75,54,53
tract,26081004600,5693,5.8%,3.0,88,77.7%,72.3%,84,83,73,99
tract,26125162400,2289,5.8%,,67,81.3%,80.7%,51,33,83,40
tract,26081012605,3149,5.8%,,79,74.7%,76.8%,22,41,39,45
tract,26125171500,5194,5.8%,,63,83.8%,78.5%,67,34,94,59
tract,26125172500,2411,5.8%,4.0,68,83.4%,75.5%,82,25,97,81
tract,26163501800,4733,5.8%,2.0,58,82.1%,81.8%,56,15,81,35
tract,26163511400,2364,5.8%,3.6,83,82.7%,80.5%,85,92,83,78
tract,26163516700,3194,5.8%,4.0,73,84.4%,81.2%,86,53,99,76
tract,26163544200,1781,5.8%,3.7,64,83.1%,76.1%,88,47,87,85
tract,26163555300,3107,5.8%,,69,80.4%,81.5%,57,9,82,30
tract,26163570500,3282,5.8%,3.0,73,81.6%,78.4%,84,96,84,74
tract,26163579200,3536,5.8%,3.0,82,77.0%,69.5%,94,64,69,70
tract,26163535600,4363,5.8%,2.0,75,82.4%,82.2%,81,63,95,85
tract,26065002101,2110,5.7%,3.1,74,75.0%,78.6%,79,34,81,47
tract,26121000601,1659,5.7%,2.4,74,77.2%,74.3%,85,57,70,67
tract,26125160900,4483,5.7%,,54,81.0%,77.5%,80,27,82,75
tract,26163539100,1764,5.7%,4.0,64,82.9%,80.9%,74,54,98,84
tract,26163579800,1880,5.7%,3.4,72,74.5%,68.1%,92,82,72,91
tract,26049000900,2557,5.7%,2.4,48,83.3%,80.6%,88,23,94,71
tract,26049001100,1775,5.7%,2.5,53,82.0%,80.1%,85,39,97,69
tract,26049001600,4409,5.7%,2.2,50,78.1%,78.3%,64,81,62,53
tract,26049003200,1912,5.7%,3.9,47,82.3%,76.2%,93,47,99,67
tract,26145000900,3583,5.7%,3.0,46,83.2%,73.7%,90,67,93,88
tract,26099263600,5134,5.7%,,80,77.4%,73.4%,84,99,70,93
tract,26099264200,4463,5.7%,,79,77.4%,76.8%,80,40,68,54
tract,26145001900,1904,5.7%,3.0,50,77.0%,70.8%,96,25,63,79
tract,26125142000,2348,5.7%,1.7,64,79.0%,72.8%,80,65,81,79
tract,26161412600,2407,5.7%,,62,70.7%,79.0%,31,14,51,4
tract,26161413402,5454,5.7%,,49,71.8%,79.6%,11,6,60,25
tract,26161414300,3284,5.7%,,80,71.8%,75.7%,52,81,72,43
tract,26125161900,2216,5.7%,,68,80.4%,82.6%,32,72,84,22
tract,26163516500,1901,5.7%,4.0,70,78.7%,84.5%,45,79,76,8
tract,26163539300,4090,5.7%,2.0,61,84.1%,83.4%,80,27,91,21
tract,26163553100,1665,5.7%,3.0,75,82.5%,80.3%,68,72,85,61
tract,26163584800,6098,5.7%,,71,77.9%,78.6%,63,99,77,37
tract,26163536700,956,5.7%,2.9,71,83.6%,76.1%,78,35,99,10
tract,26099258900,2799,5.6%,3.2,72,79.4%,79.5%,62,25,73,20
tract,26121000300,2747,5.6%,3.2,73,78.9%,74.0%,90,95,83,74
tract,26121004300,1948,5.6%,4.0,85,81.9%,71.5%,87,76,91,81
tract,26163516800,948,5.6%,4.0,78,82.9%,74.5%,92,87,88,58
tract,26163585800,4258,5.6%,,79,79.7%,79.3%,75,76,70,48
tract,26163540900,3477,5.6%,,66,84.0%,86.6%,65,44,98,78
tract,26065004901,7268,5.6%,,63,75.3%,79.7%,23,90,71,43
tract,26049001200,3484,5.6%,2.4,48,82.1%,84.0%,57,28,95,69
tract,26065001200,2223,5.6%,3.4,72,75.0%,72.3%,77,40,71,93
tract,26121001200,2687,5.6%,3.4,81,82.2%,78.7%,81,74,85,77
tract,26077000900,1041,5.6%,3.3,78,74.3%,75.2%,84,68,75,80
tract,26161410200,2357,5.6%,,73,70.1%,75.6%,62,97,55,5
tract,26125171600,2061,5.6%,,68,78.1%,73.5%,87,27,74,89
tract,26125173100,1789,5.6%,3.1,77,72.6%,76.2%,20,19,39,3
tract,26163515900,1340,5.6%,3.5,82,83.9%,74.2%,86,34,92,47
tract,26163516100,576,5.6%,3.6,82,83.9%,74.2%,86,34,92,47
tract,26099258800,3583,5.6%,,67,82.2%,81.8%,59,36,86,48
tract,26163539400,4070,5.6%,2.0,62,84.1%,81.0%,63,74,99,95
tract,26163541500,4185,5.6%,,72,84.1%,79.5%,89,91,99,92
tract,26163542200,3244,5.6%,1.0,60,83.9%,79.9%,83,63,100,77
tract,26163542500,2663,5.6%,2.0,63,83.5%,81.6%,52,4,96,43
tract,26163553600,2272,5.6%,3.2,79,82.6%,82.9%,78,55,91,42
tract,26163555400,2384,5.6%,,63,82.0%,79.8%,45,20,90,59
tract,26049001300,2529,5.5%,2.6,48,82.3%,81.7%,85,32,86,68
tract,26163507500,1869,5.5%,3.0,79,83.5%,79.5%,88,85,97,86
tract,26139023100,11433,5.5%,,77,76.1%,74.4%,41,43,64,70
tract,26139025800,5358,5.5%,,68,77.2%,78.2%,32,34,66,55
tract,26161407400,5824,5.5%,,58,73.0%,73.9%,92,38,76,94
tract,26065004301,4311,5.5%,2.3,67,74.4%,77.4%,43,55,41,32
tract,26163570900,1902,5.5%,4.0,75,82.1%,77.7%,82,47,95,89
tract,26065006800,4289,5.5%,2.9,78,75.7%,77.4%,64,89,69,23
tract,26049000400,1324,5.5%,3.0,50,83.0%,77.1%,86,4,93,75
tract,26049000500,1962,5.5%,3.0,44,83.2%,79.0%,88,10,94,91
tract,26049001400,1507,5.5%,2.8,51,80.0%,75.2%,70,53,85,77
tract,26065002000,3035,5.5%,3.0,80,75.1%,73.6%,87,86,59,49
tract,26145010200,4854,5.5%,,46,76.4%,74.1%,57,63,23,0
tract,26081000900,3313,5.5%,3.0,88,73.3%,71.4%,61,27,36,10
tract,26125142700,3797,5.5%,4.0,76,82.6%,74.5%,89,39,92,99
tract,26161414200,3034,5.5%,,76,70.4%,75.9%,57,81,64,24
tract,26163524700,3933,5.5%,3.0,79,82.2%,82.5%,74,34,98,94
tract,26125165200,3550,5.5%,,55,75.4%,79.5%,6,36,79,10
tract,26125173500,2665,5.5%,3.1,81,73.5%,75.3%,24,18,32,0
tract,26163504700,1714,5.5%,3.7,80,83.1%,78.7%,86,84,93,86
tract,26163504800,591,5.5%,3.6,80,83.1%,78.7%,86,84,93,86
tract,26163505500,1162,5.5%,3.8,80,83.1%,78.7%,86,84,93,86
tract,26163518600,373,5.5%,3.7,83,81.1%,81.7%,71,58,89,49
tract,26163518800,565,5.5%,4.0,83,81.1%,81.7%,71,58,89,49
tract,26163518900,1855,5.5%,4.0,85,83.5%,76.7%,94,61,97,95
tract,26161400600,4714,5.5%,,79,68.9%,77.9%,21,46,21,2
tract,26163538800,1657,5.5%,2.0,63,83.3%,80.1%,84,9,99,49
tract,26163564700,4497,5.5%,,72,75.9%,80.0%,7,14,64,8
tract,26163570400,5253,5.5%,3.0,74,79.7%,74.5%,98,98,84,82
tract,26163579600,2739,5.5%,4.0,74,82.9%,81.9%,45,83,99,97
tract,26025004100,2202,5.4%,3.7,52,75.9%,72.4%,79,86,67,66
tract,26049000300,2272,5.4%,,44,82.7%,80.2%,74,56,95,85
tract,26077001000,6259,5.4%,3.0,78,74.5%,77.3%,48,84,79,71
tract,26163513200,1668,5.4%,3.0,60,80.0%,79.0%,81,86,87,76
tract,26145000200,1458,5.4%,3.4,57,84.3%,71.9%,91,45,98,69
tract,26161410500,2712,5.4%,,74,72.3%,77.9%,55,54,68,27
tract,26163531300,1044,5.4%,3.0,77,83.2%,71.8%,91,53,97,36
tract,26163541700,2501,5.4%,,71,83.8%,77.8%,93,53,98,37
tract,26163542800,2800,5.4%,2.0,69,83.1%,82.4%,56,31,96,97
tract,26163563200,3137,5.4%,,71,75.4%,80.5%,15,20,60,21
tract,26163565300,6069,5.4%,,74,77.8%,74.8%,84,70,67,76
tract,26065006500,3772,5.4%,2.2,72,74.3%,75.8%,51,57,46,31
tract,26065006600,3391,5.4%,3.1,78,73.5%,73.7%,89,99,67,61
tract,26065006700,4304,5.4%,2.3,77,77.2%,76.7%,71,85,65,21
tract,26121000500,4647,5.4%,2.6,76,78.0%,73.9%,91,52,71,79
tract,26145000100,718,5.4%,3.7,60,83.2%,74.9%,89,75,93,77
tract,26163524900,1179,5.4%,4.0,83,76.0%,60.8%,100,85,79,73
tract,26163525000,632,5.4%,4.0,83,76.0%,60.8%,100,85,79,73
tract,26099258700,2803,5.4%,4.0,67,78.9%,74.5%,80,27,80,91
tract,26163538500,4658,5.4%,1.0,66,83.2%,82.2%,80,14,95,81
tract,26163538600,5558,5.4%,1.0,66,83.2%,81.8%,80,26,95,72
tract,26163541400,2893,5.4%,3.0,64,82.6%,76.5%,81,98,92,70
